timestamp,latitude,longitude
2026-02-18 04:30:51,-21.9704,151.5174
2026-02-18 04:30:53,-22.0664,151.6023
2026-02-18 04:30:55,-22.1623,151.6873
2026-02-18 04:30:56,-22.2342,151.7511
2026-02-18 04:30:58,-22.3301,151.8364
2026-02-18 04:31:00,-22.4019,151.9004
2026-02-18 04:31:02,-22.4977,151.9859
2026-02-18 04:31:04,-22.5933,152.0715
2026-02-18 04:31:05,-22.6651,152.1359
2026-02-18 04:31:07,-22.7368,152.2002
